"id","name","party","state","vote.1692","vote.1693","vote.1694","vote.1695","vote.1696","vote.1698","vote.1763","vote.1764","vote.1765","vote.1766","vote.1767","vote.1769","vote.1771","vote.1772","vote.1773","vote.1774","vote.1775","vote.1777","vote.1779","vote.1781"
23,"GERSON PERES","PPB","PA",1,1,2,1,2,1,2,1,1,4,4,1,1,2,1,1,1,2,4,2
479,"GERVASIO SILVA","PFL","SC",1,1,4,4,4,1,2,4,4,2,2,4,1,2,1,1,1,2,4,2
555,"GESSIVALDO ISAIAS","PMDB","PI",NA,NA,NA,NA,NA,NA,2,1,1,2,2,4,1,2,1,1,1,2,4,2
357,"GILBERTO KASSAB","PFL","SP",1,1,2,1,2,1,2,1,4,4,2,1,4,2,1,1,1,2,4,2
234,"GILMAR MACHADO","PT","MG",1,1,1,1,1,2,1,2,2,1,5,1,2,2,1,2,1,1,4,1
25,"GIOVANNI QUEIROZ","PDT","PA",2,1,1,2,1,4,2,2,2,1,5,4,2,4,1,2,1,2,4,1
166,"GIVALDO CARIMBAO","PSB","AL",2,2,4,1,1,2,1,2,2,1,1,4,2,1,4,4,4,1,4,4
236,"GLYCON TERRA PINTO","PMDB","MG",1,1,4,1,4,1,2,1,1,2,2,4,4,4,1,1,4,4,4,4
143,"GONZAGA PATRIOTA","PSB","PE",2,2,1,4,1,4,4,4,4,4,4,4,2,1,1,2,4,1,4,1
450,"GUSTAVO FRUET","PMDB","PR",1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,4,1
613,"HAROLDO BEZERRA","PSDB","PA",1,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,"HAROLDO LIMA","PCdoB","BA",2,2,1,1,1,2,1,2,2,4,4,2,2,5,1,2,1,1,4,4
549,"HELENILDO RIBEIRO","PSDB","AL",1,1,2,1,2,1,2,1,1,2,2,1,1,4,1,1,1,2,4,2
237,"HELIO COSTA","PMDB","MG",4,4,1,1,1,2,4,4,4,4,4,4,1,2,1,1,1,4,4,1
123,"HENRIQUE EDUARDO ALVES","PMDB","RN",4,1,2,1,4,4,4,1,1,4,4,4,4,2,1,4,4,2,4,4
498,"HENRIQUE FONTANA","PT","RS",1,1,1,1,1,2,1,2,2,1,4,1,2,4,1,2,1,1,4,1
114,"HERACLITO FORTES","PFL","PI",1,1,2,4,2,1,4,1,1,2,2,1,4,2,1,1,1,2,4,4
235,"HERCULANO ANGHINETTI","PPB","MG",1,1,2,4,2,1,4,1,1,2,2,4,4,4,4,4,4,4,4,4
448,"HERMES PARCIANELLO","PMDB","PR",1,1,2,1,2,1,2,4,1,2,2,4,4,4,1,1,1,2,4,2
472,"HUGO BIEHL","PPB","SC",4,4,1,1,2,1,4,4,4,4,4,1,1,2,1,1,1,2,4,2
360,"IARA BERNARDI","PT","SP",1,1,1,1,1,2,1,2,2,1,5,1,2,2,1,2,1,1,4,1
124,"IBERE FERREIRA","PTB","RN",1,4,2,1,2,1,4,1,4,4,4,1,1,4,1,1,4,2,4,1
238,"IBRAHIM ABI ACKEL","PPB","MG",1,1,2,1,2,1,2,1,1,2,4,1,1,2,1,1,1,2,4,2
308,"IEDIO ROSA","PFL","RJ",1,1,1,1,2,1,4,1,1,4,4,2,1,4,1,1,1,2,4,2
62,"IGOR AVELINO","PMDB","TO",1,1,4,1,2,1,4,4,4,4,4,1,1,4,1,4,4,1,4,4
53,"ILDEFONCO CORDEIRO","PSDB","AC",1,1,2,1,2,1,2,1,1,4,4,1,1,2,1,1,1,2,5,2
94,"INACIO ARRUDA","PCdoB","CE",2,2,1,1,4,2,1,2,4,1,5,4,2,1,1,2,1,1,4,1
135,"INALDO LEITAO","PSDB","PB",1,4,2,1,2,1,2,1,1,2,2,4,1,2,1,1,1,1,4,2
145,"INOCENCIO OLIVEIRA","PFL","PE",1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,4,2
455,"IRIS SIMOES","PTB","PR",1,1,1,4,2,1,2,1,1,2,2,1,1,2,2,1,4,4,5,1
581,"ITAMAR SERPA","PSDB","RJ",4,4,4,1,4,4,2,1,1,2,2,4,1,4,4,1,1,2,4,4
174,"IVAN PAIXAO","PPS","SE",2,1,1,1,1,1,2,2,2,2,5,1,2,1,1,1,1,1,4,4
188,"JAIME FERNANDES","PFL","BA",1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,4,2
240,"JAIME MARTINS","PFL","MG",1,1,1,1,2,1,2,1,1,2,2,4,1,2,1,1,4,1,4,2
302,"JAIR BOLSONARO","PPB","RJ",2,2,1,2,1,2,1,2,2,3,1,2,2,1,2,2,1,2,5,1
359,"JAIR MENEGUELLI","PT","SP",1,1,1,1,1,2,1,2,4,1,1,4,4,4,1,2,1,1,4,1
196,"JAIRO CARNEIRO","PFL","BA",1,1,2,1,2,1,1,1,1,4,4,1,1,2,1,1,1,2,4,2
303,"JANDIRA FEGHALI","PCdoB","RJ",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
197,"JAQUES WAGNER","PT","BA",1,1,1,1,1,2,1,4,4,4,4,4,4,2,4,2,1,4,4,1
198,"JOAO ALMEIDA","PSDB","BA",1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,4,2
167,"JOAO CALDAS","PL","AL",3,3,4,1,1,2,1,2,2,4,2,1,1,4,4,4,4,4,4,1
585,"JOAO CARLOS BACELAR","PFL","BA",1,1,4,4,4,4,4,4,4,4,2,4,4,4,1,1,4,2,4,2
72,"JOAO CASTELO","PSDB","MA",1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,4,2
146,"JOAO COLACO","PSDB","PE",4,4,2,1,2,1,2,1,1,2,2,4,1,2,1,1,1,4,4,4
275,"JOAO COSER","PT","ES",1,1,1,1,4,2,1,2,2,1,5,1,5,2,1,2,1,1,4,1
591,"JOAO EDUARDO DADO","PDT","SP",2,2,1,2,1,2,1,2,2,1,5,1,2,1,2,2,1,2,4,1
433,"JOAO GRANDAO","PT","MS",1,4,1,1,1,2,4,2,2,1,5,1,4,4,1,2,1,1,4,4
115,"JOAO HENRIQUE","PMDB","PI",1,4,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,"JOAO HERRMANN NETO","PPS","SP",1,1,1,1,1,1,2,2,2,4,2,4,2,4,1,1,1,1,4,1
199,"JOAO LEAO","PPB","BA",1,1,2,1,2,1,2,1,1,2,4,1,1,4,1,1,4,4,4,2
239,"JOAO MAGALHAES","PMDB","MG",4,4,2,1,4,1,4,1,4,2,1,4,1,2,1,1,4,1,4,2
534,"JOAO MAGNO","PT","MG",1,1,1,1,1,2,5,2,2,5,1,1,2,2,1,2,1,1,4,1
473,"JOAO MATOS","PMDB","SC",1,1,1,1,2,1,2,1,1,2,2,4,1,2,1,1,1,2,4,4
304,"JOAO MENDES","PFL","RJ",1,1,2,1,2,4,2,4,5,2,4,2,1,2,1,1,1,1,4,2
361,"JOAO PAULO","PT","SP",1,1,1,4,1,2,1,2,2,1,5,1,4,2,1,2,1,1,4,1
474,"JOAO PIZZOLATTI","PPB","SC",4,4,1,1,2,1,2,1,1,2,2,4,1,2,1,1,4,2,4,2
64,"JOAO RIBEIRO","PFL","TO",NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,1,2,1,1,1,2,4,2
309,"JOAO SAMPAIO","PDT","RJ",2,1,1,2,1,2,1,2,2,1,5,1,2,1,1,2,1,2,4,1
54,"JOAO TOTA","PPB","AC",1,1,2,1,2,1,2,1,4,4,4,1,1,4,1,1,1,2,4,2
156,"JOAQUIM FRANCISCO","PFL","PE",1,1,2,1,2,4,4,4,4,4,4,1,1,2,1,1,1,1,4,4
538,"JOEL DE HOLLANDA","PFL","PE",4,4,2,1,2,1,2,1,1,2,2,4,1,2,1,1,1,2,4,2
411,"JOFRAN FREJAT","PPB","DF",NA,NA,NA,NA,NA,NA,2,3,3,2,4,1,1,2,1,4,1,2,5,1
192,"JONIVAL LUCAS JUNIOR","PMDB","BA",1,1,2,4,2,1,2,1,1,2,2,1,1,2,1,1,1,2,4,2
175,"JORGE ALBERTO","PMDB","SE",1,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,1,2,4,4
310,"JORGE BITTAR","PT","RJ",1,1,1,1,1,2,1,2,2,1,5,1,2,2,1,2,1,1,4,1
201,"JORGE KHOURY","PFL","BA",1,1,2,1,2,1,2,1,1,2,4,1,1,2,1,1,4,1,4,2
526,"JORGE PINHEIRO","PMDB","DF",1,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,"JORGE TADEU MUDALEN","PMDB","SP",1,1,2,1,2,1,2,2,2,4,4,1,1,2,1,1,1,2,4,1
305,"JORGE WILSON","PSDB","RJ",1,1,2,1,2,1,2,4,1,4,4,1,4,2,1,1,1,2,4,4
557,"JOSE ALEKSANDRO","PSL","AC",4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1
363,"JOSE ANIBAL","PSDB","SP",4,4,2,4,4,4,2,1,1,2,2,1,4,4,1,4,4,2,4,4
76,"JOSE ANTONIO ALMEIDA","PSB","MA",2,2,1,1,1,2,2,2,2,4,5,2,2,5,1,2,1,1,5,1
451,"JOSE BORBA","PMDB","PR",4,1,2,1,2,1,4,1,1,4,2,1,1,4,1,1,1,2,4,2
202,"JOSE CARLOS ALELUIA","PFL","BA",4,1,4,4,4,4,2,1,1,2,2,1,1,2,1,1,1,2,4,2
306,"JOSE CARLOS COUTINHO","PFL","RJ",NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,1,4,1,4,2
276,"JOSE CARLOS ELIAS","PTB","ES",1,1,2,1,2,1,2,1,1,4,4,1,1,2,2,1,1,1,4,1
273,"JOSE CARLOS FONSECA JR ","PFL","ES",1,1,2,1,2,1,2,1,1,2,2,1,1,4,1,1,1,2,4,2
457,"JOSE CARLOS MARTINEZ","PTB","PR",1,1,2,1,1,1,2,1,1,2,2,1,4,2,2,2,1,2,4,1
147,"JOSE CHAVES","PMDB","PE",1,1,2,1,4,1,4,4,4,4,2,4,1,2,1,1,1,2,4,2
366,"JOSE DE ABREU","PTN","SP",4,2,4,4,4,4,2,2,2,1,1,4,2,4,4,4,4,1,4,2
365,"JOSE DIRCEU","PT","SP",4,4,1,1,1,2,1,2,2,1,1,4,4,2,4,4,4,1,4,1
577,"JOSE EGYDIO","PFL","RJ",4,4,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,"JOSE GENOINO","PT","SP",1,1,1,1,1,2,1,2,2,1,4,1,2,2,1,2,1,1,4,1
452,"JOSE JANENE","PPB","PR",4,4,1,1,4,4,2,4,1,2,4,1,1,2,1,1,4,4,4,2
96,"JOSE LINHARES","PPB","CE",1,1,2,1,2,1,2,1,1,2,2,4,1,2,1,1,4,2,4,2
200,"JOSE LOURENCO","PMDB","BA",1,4,2,1,2,1,4,4,4,4,4,4,4,4,1,1,4,4,4,4
41,"JOSE MELO","PFL","AM",NA,NA,NA,NA,NA,NA,4,4,4,4,4,1,1,2,4,4,4,4,4,4
149,"JOSE MENDONCA BEZERRA","PFL","PE",4,4,2,1,2,1,4,4,4,4,4,1,1,2,1,1,4,2,4,2
241,"JOSE MILITAO","PTB","MG",1,1,2,1,1,2,2,1,4,4,4,1,1,2,2,1,1,2,4,1
150,"JOSE MUCIO MONTEIRO","PSDB","PE",1,1,4,4,2,1,2,1,1,2,2,1,4,4,1,1,1,2,5,2
97,"JOSE PIMENTEL","PT","CE",1,1,1,1,1,2,1,2,2,1,4,1,4,4,1,2,1,1,2,1
27,"JOSE PRIANTE","PMDB","PA",4,4,4,1,2,4,2,4,4,2,4,4,1,2,4,4,1,1,4,4
391,"JOSE ROBERTO BATOCHIO","PDT","SP",2,1,1,2,1,2,5,2,2,5,4,4,2,1,1,2,1,1,5,2
203,"JOSE ROCHA","PFL","BA",1,1,1,1,2,1,2,1,1,2,4,1,1,2,1,1,1,1,5,2
178,"JOSE TELES","PSDB","SE",4,4,2,1,2,1,4,4,4,4,4,1,1,2,1,1,1,2,4,4
169,"JOSE THOMAZ NONO","PFL","AL",1,1,2,3,2,2,4,1,1,2,2,4,1,2,1,2,1,2,4,2
29,"JOSUE BENGTSON","PTB","PA",1,1,1,1,2,1,1,2,2,4,4,4,1,2,2,1,1,2,4,1
419,"JOVAIR ARANTES","PSDB","GO",4,4,4,1,2,1,2,2,2,4,5,2,5,4,1,2,1,2,1,2
499,"JULIO REDECKER","PPB","RS",1,1,1,1,1,1,4,4,4,4,4,4,1,2,1,1,1,2,4,4
369,"JULIO SEMEGHINI","PSDB","SP",1,1,2,1,2,1,2,1,1,4,2,1,1,2,1,1,4,2,4,2
418,"JUQUINHA","PL","GO",1,1,1,1,2,1,2,1,1,2,2,1,5,2,1,2,4,2,4,2
17,"JURANDIL JUAREZ","PMDB","AP",2,2,1,1,2,2,2,1,1,4,4,1,1,2,2,2,1,4,4,1
206,"JUTAHY JUNIOR","PSDB","BA",1,1,2,1,2,1,2,1,1,2,2,1,1,4,1,1,1,2,4,2
564,"KATIA ABREU","PFL","TO",1,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,"KINCAS MATTOS","PSB","SP",2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,"LAEL VARELLA","PFL","MG",4,4,2,1,2,1,2,1,1,4,4,4,1,2,1,1,1,2,4,2
125,"LAIRE ROSADO","PMDB","RN",1,1,2,1,2,1,4,1,4,2,2,1,4,2,1,1,1,2,4,4
370,"LAMARTINE POSELLA","PMDB","SP",2,2,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4
311,"LAURA CARNEIRO","PFL","RJ",1,1,1,1,2,1,4,1,1,2,2,4,4,4,2,1,4,2,5,2
121,"LAVOISIER MAIA","PFL","RN",1,1,2,1,2,1,4,2,4,2,2,1,1,4,1,1,1,2,4,2
98,"LEO ALCANTARA","PSDB","CE",1,1,2,1,2,1,2,1,1,2,4,1,1,2,1,1,1,2,4,4
480,"LEODEGAR TISCOSKI","PPB","SC",NA,NA,NA,NA,NA,NA,2,1,1,2,4,1,1,2,1,1,1,2,4,4
204,"LEUR LOMANTO","PMDB","BA",1,1,2,4,2,1,2,1,1,2,2,1,1,2,1,1,4,2,4,2
420,"LIDIA QUINAN","PSDB","GO",4,4,2,1,2,1,2,1,1,2,2,1,1,2,1,2,1,2,4,2
243,"LINCOLN PORTELA","PSL","MG",2,2,1,1,1,1,4,2,2,2,2,4,2,2,1,1,1,1,4,1
401,"LINO ROSSI","PSDB","MT",4,4,4,4,4,4,2,1,4,2,2,1,1,2,1,1,1,4,4,4
481,"LUCI CHOINACKI","PT","SC",1,1,1,1,1,2,4,2,2,4,4,1,4,4,1,2,1,1,4,1
421,"LUCIA VANIA","PSDB","GO",4,4,2,1,2,1,2,1,1,2,2,4,3,4,4,4,4,4,4,2
157,"LUCIANO BIVAR","PSL","PE",2,4,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,"LUCIANO CASTRO","PFL","RR",1,1,2,1,2,1,2,1,1,4,4,4,1,2,1,1,1,2,4,4
453,"LUCIANO PIZZATTO","PFL","PR",1,1,3,1,4,4,2,1,1,4,4,1,4,4,4,4,4,4,4,2
608,"LUCIANO ZICA","PT","SP",1,1,1,1,1,2,1,2,2,1,5,1,5,2,1,2,1,1,5,1
5,"LUIS BARBOSA","PFL","RR",4,4,2,1,2,1,2,1,1,2,2,4,1,2,1,1,1,2,4,4
500,"LUIS CARLOS HEINZE","PPB","RS",1,1,4,4,2,1,2,1,1,2,4,4,1,4,1,1,1,2,4,4
312,"LUISINHO","PPB","RJ",4,4,2,1,2,1,4,4,4,4,4,1,1,2,1,1,1,2,4,4
603,"LUIZ ALBERTO","PT","BA",1,1,1,1,1,2,1,2,2,1,5,1,4,4,1,2,1,1,4,4
341,"LUIZ ANTONIO FLEURY","PTB","SP",2,2,1,1,1,1,2,2,2,2,2,4,2,2,2,1,1,2,5,1
422,"LUIZ BITTENCOURT","PMDB","GO",2,2,1,1,1,2,4,4,4,4,4,4,2,2,2,2,1,4,5,4
454,"LUIZ CARLOS HAULY","PSDB","PR",1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,1,1,2,4,2
170,"LUIZ DANTAS","PTB","AL",1,1,2,1,2,1,4,1,1,2,2,1,4,4,4,4,4,4,4,1
602,"LUIZ EDUARDO GREENHALGH","PT","SP",4,4,4,1,1,2,1,5,2,1,1,4,2,2,1,2,1,1,4,1
42,"LUIZ FERNANDO","PPB","AM",1,1,2,1,2,1,4,4,4,4,4,4,1,4,1,1,1,2,4,4
207,"LUIZ MOREIRA","PFL","BA",1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,4,2
151,"LUIZ PIAUHYLINO","PSDB","PE",1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,4,2
298,"LUIZ RIBEIRO","PSDB","RJ",1,1,2,1,2,1,2,3,3,2,2,4,1,2,1,1,1,2,4,2
313,"LUIZ SERGIO","PT","RJ",1,1,1,1,1,2,1,2,2,4,4,1,2,2,1,2,1,1,4,1
371,"LUIZA ERUNDINA","PSB","SP",2,2,1,1,1,2,1,2,2,1,4,1,2,1,1,2,1,1,4,1
277,"MAGNO MALTA","PL","ES",4,4,1,1,1,2,1,2,2,4,2,4,2,4,4,4,4,4,4,4
100,"MANOEL SALVIANO","PSDB","CE",1,4,2,1,2,4,4,4,4,4,4,4,1,4,1,1,1,2,4,4
584,"MANOEL VITORIO","PT","MS",4,4,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,"MARCAL FILHO","PMDB","MS",1,1,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,5,2
376,"MARCELO BARBIERI","PMDB","SP",2,2,1,1,4,1,1,4,4,4,4,4,4,4,1,1,1,1,4,1
110,"MARCELO CASTRO","PMDB","PI",1,1,2,4,2,1,4,1,1,2,4,1,1,1,1,1,1,2,4,2
99,"MARCELO TEIXEIRA","PMDB","CE",1,1,2,1,2,1,2,1,1,2,4,4,1,4,1,1,4,2,4,2
55,"MARCIO BITTAR","PPS","AC",2,2,1,1,1,1,2,2,2,2,4,1,2,1,4,4,4,2,4,4
315,"MARCIO FORTES","PSDB","RJ",4,4,4,1,2,1,2,1,1,2,2,1,4,4,4,4,4,2,4,2
461,"MARCIO MATOS","PTB","PR",1,1,2,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2,4,1
247,"MARCIO REINALDO MOREIRA","PPB","MG",1,1,2,1,2,1,2,1,1,2,4,1,1,2,2,1,1,2,4,2
136,"MARCONDES GADELHA","PFL","PB",4,4,4,4,2,4,4,1,1,4,2,1,4,4,4,4,4,2,4,4
56,"MARCOS AFONSO","PT","AC",1,1,4,4,4,4,1,2,2,4,5,4,2,2,4,4,4,4,4,4
372,"MARCOS CINTRA","PFL","SP",4,4,1,1,2,1,2,1,1,2,2,1,1,2,2,1,1,2,5,2
161,"MARCOS DE JESUS","PL","PE",4,4,4,1,1,1,1,2,4,2,2,4,2,2,4,4,4,4,4,4
524,"MARCOS LIMA","PMDB","MG",2,2,1,1,1,1,1,2,2,1,1,4,1,2,1,1,1,1,4,1
501,"MARCOS ROLIM","PT","RS",1,1,4,1,1,2,1,2,2,4,4,4,2,2,1,2,1,1,4,1
278,"MARCUS VICENTE","PPB","ES",4,4,4,1,2,1,2,1,1,4,4,1,1,2,1,1,4,4,4,2
409,"MARIA ABADIA","PSDB","DF",NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,1,2,1,1,1,2,4,2
244,"MARIA DO CARMO LARA","PT","MG",1,1,4,1,1,2,1,2,2,1,5,1,2,2,1,2,1,1,4,1
249,"MARIA ELVIRA","PMDB","MG",4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,"MARIA LUCIA","PMDB","MG",4,4,4,4,4,4,4,1,4,4,2,4,1,4,1,1,1,1,4,4
50,"MARINHA RAUPP","PMDB","RO",4,4,4,1,4,1,4,2,2,2,2,1,1,4,1,1,1,4,4,4
567,"MARIO ASSAD JUNIOR","PL","MG",1,1,2,1,2,1,2,2,2,2,2,1,1,2,1,1,1,1,5,1
250,"MARIO DE OLIVEIRA","PST","MG",1,1,1,1,2,1,2,1,1,4,4,1,1,2,4,4,4,2,4,4
210,"MARIO NEGROMONTE","PPB","BA",1,1,2,1,2,1,2,1,1,2,4,4,1,4,1,1,4,2,4,2
436,"MARISA SERRANO","PSDB","MS",1,1,2,1,2,1,2,4,4,2,2,1,1,2,1,1,1,2,5,2
314,"MATTOS NASCIMENTO","PST","RJ",NA,NA,NA,NA,NA,NA,4,4,4,4,4,1,4,4,4,4,4,4,4,4
600,"MAURILIO FERREIRA LIMA","PMDB","PE",1,1,2,1,2,1,2,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
559,"MAURO BENEVIDES","PMDB","CE",1,1,2,1,2,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"MAURO FECURY","PFL","MA",4,4,2,1,2,1,4,4,4,4,4,1,1,4,1,1,1,1,4,4
252,"MAURO LOPES","PMDB","MG",1,1,2,1,2,1,4,1,1,2,2,4,1,4,1,1,1,4,4,2
281,"MAX MAURO","PTB","ES",2,2,1,1,1,2,4,4,4,4,4,1,2,2,2,2,1,4,4,4
456,"MAX ROSENMANN","PMDB","PR",4,4,1,1,1,1,2,4,1,4,2,4,4,4,1,1,1,2,4,4
373,"MEDEIROS","PL","SP",1,1,1,1,1,1,1,2,4,2,4,2,2,2,4,1,1,1,4,1
504,"MENDES RIBEIRO FILHO","PMDB","RS",4,1,1,1,1,1,2,1,2,4,4,4,1,4,1,1,1,2,4,4
552,"MENDES THAME","PSDB","SP",1,1,4,1,2,1,2,1,1,2,2,4,1,4,1,1,1,2,4,NA
380,"MICHEL TEMER","PMDB","SP",1,4,2,4,2,1,2,1,4,2,4,4,4,4,1,1,1,4,4,4
586,"MILTON BARBOSA","PFL","BA",1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,"MILTON MONTI","PMDB","SP",1,1,2,1,2,1,2,1,1,2,2,4,1,2,1,1,1,2,4,4
316,"MILTON TEMER","PT","RJ",1,1,1,2,1,2,4,4,4,4,4,1,2,2,1,2,4,1,2,1
318,"MIRIAM REID","PSB","RJ",4,2,1,1,1,2,1,2,2,4,1,4,2,1,1,2,1,1,4,1
317,"MIRO TEIXEIRA","PDT","RJ",2,1,1,2,1,2,1,2,2,1,5,1,2,1,1,2,1,2,4,1
462,"MOACIR MICHELETTO","PMDB","PR",1,1,1,1,2,1,2,1,1,4,4,1,4,2,1,1,1,1,4,2
377,"MOREIRA FERREIRA","PFL","SP",1,1,2,1,2,1,2,1,1,2,2,4,1,4,1,1,1,2,4,4
101,"MORONI TORGAN","PFL","CE",1,1,4,1,2,1,2,2,2,4,2,4,3,2,4,4,4,1,4,1
122,"MUCIO SA","PTB","RN",4,4,4,4,2,1,4,4,4,4,4,1,1,4,1,1,4,2,4,4
402,"MURILO DOMINGOS","PTB","MT",1,1,2,1,2,1,2,1,1,2,2,4,1,4,2,2,4,1,5,4
117,"MUSSA DEMES","PFL","PI",2,1,4,4,4,4,2,1,4,2,2,1,1,2,1,1,1,1,4,2
24,"NAIR XAVIER LOBO","PMDB","GO",1,1,4,1,4,4,2,3,3,2,2,4,4,4,4,4,1,4,4,4
248,"NARCIO RODRIGUES","PSDB","MG",1,1,2,1,2,1,2,1,4,2,2,1,1,4,1,1,4,4,4,2
77,"NEIVA MOREIRA","PDT","MA",2,1,1,2,1,2,1,2,2,4,4,4,2,1,1,2,1,2,4,1
378,"NELO RODOLFO","PMDB","SP",1,1,2,1,2,1,1,2,2,2,2,1,1,2,1,1,4,4,5,4
381,"NELSON MARQUEZELLI","PTB","SP",4,4,1,4,2,1,2,1,1,2,2,1,1,1,2,2,1,4,4,4
458,"NELSON MEURER","PPB","PR",1,1,2,1,2,1,2,1,1,2,2,4,1,2,1,1,1,2,4,2
