"id","name","party","state","vote.1692","vote.1693","vote.1694","vote.1695","vote.1696","vote.1698","vote.1763","vote.1764","vote.1765","vote.1766","vote.1767","vote.1769","vote.1771","vote.1772","vote.1773","vote.1774","vote.1775","vote.1777","vote.1779","vote.1781"
548,"NELSON OTOCH","PSDB","CE",1,1,1,1,2,1,2,1,1,2,4,4,1,4,4,4,4,4,4,2
209,"NELSON PELLEGRINO","PT","BA",1,1,1,1,1,2,1,4,4,4,4,4,4,2,1,2,1,1,4,4
507,"NELSON PROENCA","PPS","RS",1,1,4,1,1,1,4,4,4,4,4,4,4,4,1,1,1,1,4,4
437,"NELSON TRAD","PTB","MS",1,1,1,1,2,1,2,1,1,2,2,1,1,2,2,1,1,1,4,2
379,"NEUTON LIMA","PFL","SP",1,1,4,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,4,2
126,"NEY LOPES","PFL","RN",4,4,2,1,2,1,4,2,4,4,4,1,1,2,1,1,4,4,4,4
78,"NICE LOBAO","PFL","MA",1,1,2,1,2,1,4,2,1,4,4,1,1,4,1,1,1,2,4,4
28,"NICIAS RIBEIRO","PSDB","PA",4,4,2,1,4,2,2,1,4,4,2,4,1,4,1,1,1,2,4,2
254,"NILMARIO MIRANDA","PT","MG",1,4,1,1,1,2,4,4,4,4,4,4,2,2,4,4,4,1,4,1
211,"NILO COELHO","PSDB","BA",4,4,2,1,2,1,4,1,1,4,4,4,1,2,1,1,1,2,4,2
57,"NILSON MOURAO","PT","AC",1,1,1,1,1,2,1,2,2,1,5,1,2,2,1,2,1,4,4,1
31,"NILSON PINTO","PSDB","PA",NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,1,2,1,1,4,2,4,2
279,"NILTON BAIANO","PPB","ES",NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,1,2,1,1,1,2,4,2
46,"NILTON CAPIXABA","PTB","RO",4,4,2,4,4,1,2,1,4,4,4,4,4,4,1,2,1,2,4,1
424,"NORBERTO TEIXEIRA","PMDB","GO",1,1,2,1,2,1,2,1,1,2,2,4,1,4,2,1,1,2,4,2
255,"ODELMO LEAO","PPB","MG",1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,4,2
459,"ODILIO BALBINOTTI","PSDB","PR",1,1,2,1,2,1,2,1,1,2,4,1,1,4,1,1,4,2,4,2
171,"OLAVO CALHEIROS","PMDB","AL",1,1,2,1,2,1,2,1,1,2,2,2,1,4,1,1,1,1,4,4
251,"OLIMPIO PIRES","PDT","MG",2,1,1,2,1,2,1,2,4,1,3,1,2,1,1,2,1,2,4,1
464,"OLIVEIRA FILHO","PL","PR",1,2,4,4,4,4,1,2,2,2,2,4,2,2,1,1,1,1,4,1
593,"ORLANDO DESCONSI","PT","RS",1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,"ORLANDO FANTAZZINI","PT","SP",1,1,1,1,1,2,1,2,2,5,5,4,2,2,1,2,4,4,4,1
49,"OSCAR ANDRADE","PL","RO",2,2,1,4,1,1,1,2,4,4,4,4,1,2,4,4,4,4,4,1
256,"OSMANIO PEREIRA","PSDB","MG",1,1,4,4,2,1,2,1,1,2,2,1,1,2,1,1,1,2,4,2
463,"OSMAR SERRAGLIO","PMDB","PR",1,1,1,1,2,1,2,1,4,2,2,1,1,1,1,1,1,2,4,2
616,"OSMAR TERRA","PMDB","RS",4,1,1,1,2,1,2,1,1,2,2,4,4,4,1,1,1,2,4,2
618,"OSORIO ADRIANO","PFL","DF",1,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,"OSVALDO BIOLCHI","PMDB","RS",1,1,1,1,1,1,2,1,4,2,2,1,1,2,1,1,4,2,4,2
154,"OSVALDO COELHO","PFL","PE",4,4,1,4,2,1,2,1,1,1,2,1,4,2,1,1,1,1,4,4
65,"OSVALDO REIS","PMDB","TO",4,4,4,4,4,4,2,1,4,4,4,4,1,2,1,1,1,2,4,2
530,"OSVALDO SOBRINHO","PTB","MT",4,4,2,1,4,4,2,1,1,4,4,1,1,4,4,4,4,4,NA,NA
460,"PADRE ROQUE","PT","PR",1,1,4,1,1,2,1,4,4,4,4,1,4,2,1,2,1,1,4,1
118,"PAES LANDIM","PFL","PI",4,1,2,1,2,1,2,1,1,2,2,1,1,4,1,1,1,4,4,2
67,"PASTOR AMARILDO","PPB","TO",NA,NA,NA,NA,NA,NA,2,1,1,4,4,4,4,4,1,1,1,2,4,4
43,"PAUDERNEY AVELINO","PFL","AM",1,1,2,1,2,1,2,1,4,4,4,1,4,2,2,1,4,2,4,4
320,"PAULO BALTAZAR","PSB","RJ",2,2,1,1,1,2,5,2,2,1,1,2,4,4,1,2,1,1,4,1
213,"PAULO BRAGA","PFL","BA",1,1,1,1,2,1,4,4,4,4,4,1,1,2,1,1,1,1,5,2
542,"PAULO DE ALMEIDA","PFL","RJ",2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,"PAULO DELGADO","PT","MG",1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,2,1,4,4,4
321,"PAULO FEIJO","PSDB","RJ",1,1,2,1,2,1,2,1,4,4,4,4,1,2,4,4,4,4,4,2
484,"PAULO GOUVEA","PFL","SC",1,1,1,4,2,1,2,1,1,2,2,1,1,2,1,1,1,1,4,2
503,"PAULO JOSE GOUVEA","PL","RS",2,2,1,1,1,1,4,4,4,4,4,2,2,2,1,2,4,1,4,1
384,"PAULO KOBAYASHI","PSDB","SP",1,1,4,4,2,1,2,1,1,2,2,1,1,2,1,1,1,2,4,2
626,"PAULO LESSA","PPB","RJ",1,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,"PAULO LIMA","PMDB","SP",4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
214,"PAULO MAGALHAES","PFL","BA",1,1,2,1,2,1,2,3,3,2,4,1,1,2,3,3,1,1,4,4
79,"PAULO MARINHO","PFL","MA",1,1,2,1,1,4,4,4,4,4,4,1,1,2,4,1,1,4,4,4
66,"PAULO MOURAO","PSDB","TO",1,1,4,4,4,4,2,1,1,2,2,4,1,2,1,1,1,2,4,2
410,"PAULO OCTAVIO","PFL","DF",2,4,4,4,4,4,4,2,4,2,4,4,1,4,2,1,4,1,4,4
510,"PAULO PAIM","PT","RS",1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,2,1,1,4,1
30,"PAULO ROCHA","PT","PA",4,4,1,1,1,2,1,2,4,1,5,4,5,2,1,2,1,1,4,1
520,"PEDRO BITTENCOURT","PFL","SC",1,1,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,"PEDRO CANEDO","PSDB","GO",4,1,4,4,4,4,2,2,2,1,1,4,1,4,1,2,4,4,4,4
412,"PEDRO CELSO","PT","DF",1,1,1,1,1,2,4,2,4,1,5,1,4,4,1,2,1,1,4,1
428,"PEDRO CHAVES","PMDB","GO",4,1,4,4,2,1,2,2,2,4,4,4,1,2,1,1,1,2,4,2
539,"PEDRO CORREA","PPB","PE",1,1,2,1,4,1,2,1,1,2,2,1,1,4,NA,NA,NA,NA,NA,NA
162,"PEDRO EUGENIO","PT","PE",1,1,1,1,1,2,1,2,2,1,5,1,2,2,1,2,1,1,4,1
80,"PEDRO FERNANDES","PFL","MA",2,1,1,1,2,2,2,2,2,4,2,1,1,2,1,2,1,2,4,2
403,"PEDRO HENRY","PPB","MT",1,1,4,1,2,1,2,1,1,4,4,1,1,2,1,4,4,2,4,4
212,"PEDRO IRUJO","PFL","BA",1,1,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2
82,"PEDRO NOVAIS","PMDB","MA",1,1,2,1,2,1,2,1,1,4,2,1,1,4,1,1,1,2,4,4
438,"PEDRO PEDROSSIAN","PPB","MS",1,1,2,4,2,1,2,2,2,2,2,4,4,4,1,1,1,2,4,4
177,"PEDRO VALADARES","PSB","SE",2,2,1,1,1,2,1,2,2,1,1,4,2,1,1,2,1,1,4,1
259,"PHILEMON RODRIGUES","PL","MG",1,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,"PIMENTA DA VEIGA","PSDB","MG",NA,NA,NA,NA,NA,NA,2,1,1,2,4,4,4,4,1,1,1,4,4,4
614,"PIMENTEL GOMES","PPS","CE",1,1,1,1,1,1,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,"PINHEIRO LANDIM","PMDB","CE",1,1,2,1,2,1,4,1,1,4,2,1,1,4,1,1,4,2,4,4
505,"POMPEO DE MATTOS","PDT","RS",2,1,1,2,1,4,3,2,2,4,4,1,2,1,1,2,1,2,4,4
388,"PROFESSOR LUIZINHO","PT","SP",1,1,1,1,1,2,1,2,2,1,5,1,2,2,1,2,1,1,5,1
466,"RAFAEL GRECA","PFL","PR",4,4,4,4,4,4,2,1,1,2,2,1,1,2,1,1,1,2,4,2
258,"RAFAEL GUERRA","PSDB","MG",1,1,4,1,2,1,2,4,1,2,2,1,1,2,1,1,1,2,5,2
102,"RAIMUNDO GOMES DE MATOS","PSDB","CE",1,1,2,1,2,1,2,1,1,2,4,4,1,2,1,1,1,2,4,2
32,"RAIMUNDO SANTOS","PL","PA",1,1,1,1,2,1,2,2,2,2,4,4,1,2,1,1,1,1,4,1
537,"REGINALDO GERMANO","PFL","BA",4,1,1,1,2,1,2,1,1,4,2,1,1,2,1,1,1,1,4,2
168,"REGIS CAVALCANTE","PPS","AL",2,2,2,1,1,1,2,2,2,2,5,1,2,2,1,1,1,1,4,1
617,"REINALDO GRIPP","PL","RJ",2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,"REMI TRINTA","PL","MA",4,4,1,1,1,1,2,1,4,4,4,4,4,4,1,1,1,1,4,2
482,"RENATO VIANNA","PMDB","SC",1,1,1,1,2,1,4,1,1,2,2,1,1,2,1,1,1,2,4,4
33,"RENILDO LEAL","PTB","PA",2,1,1,1,2,1,1,1,4,4,4,4,1,2,2,4,4,4,4,4
465,"RICARDO BARROS","PPB","PR",1,1,2,1,2,1,2,1,1,2,2,4,1,4,1,1,4,2,4,2
390,"RICARDO BERZOINI","PT","SP",1,1,1,1,1,2,1,2,2,1,4,1,2,2,1,2,1,1,4,4
282,"RICARDO FERRACO","PPS","ES",1,1,1,1,1,1,2,2,2,2,2,1,4,1,1,1,1,1,4,4
163,"RICARDO FIUZA","PPB","PE",1,1,4,4,2,1,2,1,1,4,4,1,1,2,1,1,1,2,4,2
385,"RICARDO IZAR","PTB","SP",1,1,2,1,2,1,2,1,1,2,2,1,1,4,2,1,1,2,4,2
137,"RICARDO RIQUE","PSDB","PB",1,4,2,4,4,1,2,1,4,4,4,4,1,2,1,1,1,2,4,2
518,"RICARTE DE FREITAS","PSDB","MT",1,1,2,1,2,1,2,1,1,4,4,4,1,4,1,1,4,2,4,2
280,"RITA CAMATA","PMDB","ES",1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,4,2,4,4
7,"ROBERIO ARAUJO","PL","RR",4,4,2,1,2,1,4,1,1,2,2,1,1,2,1,1,1,1,4,4
508,"ROBERTO ARGENTA","PHS","RS",4,4,1,1,1,1,2,1,1,1,4,4,4,4,4,4,4,2,4,4
427,"ROBERTO BALESTRA","PPB","GO",4,4,4,4,4,1,2,1,1,4,4,4,1,2,1,2,1,1,4,2
261,"ROBERTO BRANT","PFL","MG",NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,1,2,1,1,1,1,4,2
323,"ROBERTO JEFFERSON","PTB","RJ",1,1,4,4,2,1,4,1,1,2,2,1,4,2,2,2,1,2,4,1
104,"ROBERTO PESSOA","PFL","CE",1,1,2,1,2,1,2,2,4,2,2,1,1,4,1,1,4,1,4,1
84,"ROBERTO ROCHA","PSDB","MA",1,1,2,1,2,1,2,4,1,2,2,4,4,4,4,1,1,2,4,2
386,"ROBSON TUMA","PFL","SP",1,1,1,1,2,1,2,1,4,4,4,1,4,4,1,1,4,2,4,4
322,"RODRIGO MAIA","PFL","RJ",1,1,1,1,2,1,2,1,4,2,2,2,1,2,1,1,1,1,4,2
215,"ROLAND LAVIGNE","PMDB","BA",1,1,2,4,2,1,4,1,1,2,2,1,1,2,1,1,1,2,4,2
262,"ROMEL ANIZIO","PPB","MG",1,1,2,1,2,1,4,1,1,1,2,1,4,2,1,1,1,2,4,2
260,"ROMEU QUEIROZ","PTB","MG",1,1,2,1,2,1,2,1,4,4,4,4,4,4,2,1,1,2,4,4
105,"ROMMEL FEIJO","PSDB","CE",1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,4,2
429,"RONALDO CAIADO","PFL","GO",1,1,1,1,4,1,4,1,1,2,4,1,1,4,2,1,1,4,4,4
324,"RONALDO CEZAR COELHO","PSDB","RJ",NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,1,2,1,1,1,2,4,2
622,"RONALDO SANTOS","PSDB","RJ",1,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,"RONALDO VASCONCELLOS","PL","MG",2,2,2,1,1,1,3,2,2,2,2,4,2,1,4,4,4,1,4,1
611,"ROSE DE FREITAS","PSDB","ES",1,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,"RUBEM MEDINA","PFL","RJ",1,1,1,1,2,1,2,1,1,2,4,2,1,4,1,1,1,2,4,2
467,"RUBENS BUENO","PPS","PR",1,1,1,1,1,1,2,2,2,2,4,4,4,2,1,1,1,1,4,1
394,"RUBENS FURLAN","PPS","SP",2,2,1,1,1,2,2,2,2,2,4,2,1,2,2,1,1,1,4,1
158,"SALATIEL CARVALHO","PMDB","PE",4,4,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8,"SALOMAO CRUZ","PFL","RR",4,4,2,1,2,1,2,1,1,2,2,1,1,4,1,1,1,2,4,4
387,"SALVADOR ZIMBALDI","PSDB","SP",1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,4,2
395,"SAMPAIO DORIA","PSDB","SP",1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,4,2
468,"SANTOS FILHO","PFL","PR",1,1,1,1,2,4,2,1,1,2,2,1,1,2,1,1,4,2,4,2
265,"SARAIVA FELIPE","PMDB","MG",2,2,1,1,1,2,2,1,1,2,4,4,2,4,1,2,1,1,4,1
85,"SARNEY FILHO","PFL","MA",NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4
574,"SAULO COELHO","PSDB","MG",1,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,"SAULO PEDROSA","PSDB","BA",1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,4,2
86,"SEBASTIAO MADEIRA","PSDB","MA",1,1,2,4,2,1,2,1,1,2,2,4,1,4,1,1,1,2,5,2
485,"SERAFIM VENZON","PDT","SC",1,1,1,2,1,2,1,2,2,1,4,1,2,4,1,1,1,2,4,1
16,"SERGIO BARCELLOS","PFL","AP",1,4,2,1,4,1,2,1,1,4,4,1,1,2,1,1,4,2,4,2
58,"SERGIO BARROS","PSDB","AC",4,4,2,4,2,1,2,1,1,2,4,1,1,2,1,1,4,2,4,2
51,"SERGIO CARVALHO","PSDB","RO",4,4,4,4,4,4,2,1,4,2,2,1,1,4,1,1,1,2,4,2
159,"SERGIO GUERRA","PSDB","PE",NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,1,4,1,1,1,2,4,2
266,"SERGIO MIRANDA","PCdoB","MG",2,2,1,1,1,2,1,2,2,1,5,2,2,1,1,2,1,4,4,1
108,"SERGIO NOVAIS","PSB","CE",2,2,1,1,4,2,5,2,2,1,4,2,2,4,1,2,1,1,4,1
180,"SERGIO REIS","PTB","SE",4,4,2,1,2,1,4,4,4,4,4,1,1,2,2,2,1,1,4,4
160,"SEVERINO CAVALCANTI","PPB","PE",1,1,4,1,4,1,2,1,4,2,2,4,4,4,1,1,4,2,4,2
268,"SILAS BRASILEIRO","PMDB","MG",1,1,2,4,4,1,2,1,1,2,2,1,1,4,1,1,1,2,4,4
39,"SILAS CAMARA","PTB","AM",1,1,2,1,2,1,2,1,1,4,4,4,1,2,4,4,4,4,4,4
553,"SILVIO TORRES","PSDB","SP",1,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,"SIMAO SESSIM","PPB","RJ",1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,4,1
599,"SOCORRO GOMES","PCdoB","PA",4,4,1,1,1,2,1,2,2,4,4,2,2,4,1,2,1,4,4,1
413,"TADEU FILIPPELLI","PMDB","DF",NA,NA,NA,NA,NA,NA,2,1,1,2,4,1,1,2,1,1,1,2,5,2
604,"TANIA SOARES","PCdoB","SE",2,2,1,1,1,2,1,2,2,1,5,4,2,1,1,2,1,1,5,1
517,"TARCISIO ZIMMERMANN","PT","RS",NA,NA,NA,NA,NA,NA,1,2,2,1,5,1,2,2,1,2,1,1,4,1
389,"TELMA DE SOUZA","PT","SP",1,1,1,1,1,2,4,2,2,4,4,4,2,4,1,2,1,4,4,4
513,"TELMO KIRST","PPB","RS",1,1,4,1,2,1,2,1,1,2,2,1,1,4,1,1,4,2,4,2
405,"TETE BEZERRA","PMDB","MT",1,1,2,1,2,1,2,1,1,2,2,1,4,2,1,1,1,4,4,4
113,"THEMISTOCLES SAMPAIO","PMDB","PI",1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,2,4,4
270,"TILDEN SANTIAGO","PT","MG",4,4,1,1,1,2,1,2,2,1,3,4,2,2,4,4,4,1,4,1
219,"URSICINO QUEIROZ","PFL","BA",1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,4,1,4,2
392,"VADAO GOMES","PPB","SP",1,4,2,1,4,1,4,1,4,4,2,4,4,2,4,1,1,2,4,4
319,"VALDECI PAIVA","PSL","RJ",2,2,1,1,2,1,2,2,2,2,2,1,4,2,4,4,4,1,4,2
393,"VALDEMAR COSTA NETO","PL","SP",2,4,1,4,1,4,1,2,4,2,4,2,4,4,1,1,1,1,4,1
40,"VANESSA GRAZZIOTIN","PCdoB","AM",2,2,1,1,1,2,4,4,4,5,5,4,2,1,1,2,1,1,4,1
35,"VIC PIRES FRANCO","PFL","PA",1,1,1,1,2,1,2,1,1,4,4,4,1,2,1,1,1,2,4,2
107,"VICENTE ARRUDA","PSDB","CE",1,1,2,1,2,1,2,1,1,2,2,4,1,4,1,1,4,2,4,2
483,"VICENTE CAROPRESO","PSDB","SC",1,1,1,1,2,1,2,1,1,2,2,4,1,2,1,1,1,2,4,2
430,"VILMAR ROCHA","PFL","GO",1,1,1,1,2,1,2,1,1,4,2,4,1,4,4,4,4,1,4,2
264,"VIRGILIO GUIMARAES","PT","MG",1,1,1,1,1,2,1,2,2,5,4,1,2,4,1,2,1,1,4,1
271,"VITTORIO MEDIOLI","PSDB","MG",4,4,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2
326,"VIVALDO BARBOSA","PDT","RJ",2,1,1,2,1,2,1,2,2,1,1,4,2,1,1,2,1,2,4,1
594,"WAGNER ROSSI","PMDB","SP",1,4,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,5,2
396,"WAGNER SALUSTIANO","PPB","SP",1,1,4,4,4,4,2,1,1,4,4,4,1,2,1,1,1,2,3,2
439,"WALDEMIR MOKA","PMDB","MS",1,1,4,1,2,1,2,2,2,1,2,1,1,2,1,1,4,2,4,2
217,"WALDIR PIRES","PT","BA",1,1,1,1,1,2,1,2,2,1,5,4,2,2,1,2,1,1,4,1
267,"WALFRIDO MARES GUIA","PTB","MG",1,1,2,1,2,1,2,1,4,4,4,4,1,2,1,1,1,2,4,4
218,"WALTER PINHEIRO","PT","BA",1,1,1,1,1,2,4,4,4,4,4,2,4,4,1,2,1,4,4,1
328,"WANDERLEY MARTINS","PSB","RJ",2,2,1,1,1,2,1,2,2,1,5,4,2,1,1,2,1,1,4,1
406,"WELINTON FAGUNDES","PL","MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1
116,"WELLINGTON DIAS","PT","PI",1,1,1,1,1,2,1,2,2,4,5,1,2,2,1,2,1,1,4,1
469,"WERNER WANDERER","PFL","PR",1,1,1,1,2,1,2,1,1,4,4,1,1,2,1,1,1,2,4,4
414,"WIGBERTO TARTUCE","PPB","DF",4,4,4,4,2,1,4,1,1,2,2,4,1,2,1,1,1,2,4,2
138,"WILSON BRAGA","PFL","PB",4,4,1,1,1,1,1,1,4,4,2,4,1,4,1,1,1,1,4,4
627,"WILSON CIGNACHI","PMDB","RS",NA,NA,1,1,1,1,2,1,1,2,4,1,1,2,1,3,1,2,4,2
404,"WILSON SANTOS","PSDB","MT",1,1,2,1,4,4,2,1,2,2,2,1,1,2,1,1,1,2,4,4
609,"WOLNEY QUEIROZ","PDT","PE",2,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,"XICO GRAZIANO","PSDB","SP",1,1,2,1,2,1,2,1,1,2,4,1,1,2,1,1,1,2,4,2
516,"YEDA CRUSIUS","PSDB","RS",1,4,2,1,2,1,2,1,1,2,2,4,4,4,1,1,4,2,4,4
535,"YVONILTON GONCALVES","PFL","BA",1,1,4,4,4,4,4,1,1,2,2,4,1,2,4,4,4,4,4,4
431,"ZE GOMES DA ROCHA","PMDB","GO",4,4,2,4,2,1,4,4,4,4,4,4,1,4,1,4,1,2,4,2
398,"ZE INDIO","PMDB","SP",1,1,2,1,2,1,2,1,1,2,4,1,1,2,1,1,1,2,4,4
34,"ZENALDO COUTINHO","PSDB","PA",1,1,2,1,2,1,4,1,1,4,4,1,4,4,1,1,1,2,4,4
269,"ZEZE PERRELLA","PFL","MG",1,1,4,4,4,4,2,1,1,2,2,1,1,2,1,1,1,1,2,2
59,"ZILA BEZERRA","PTB","AC",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
540,"ZULAIE COBRA","PSDB","SP",1,4,2,4,2,1,2,1,4,4,4,4,1,2,1,1,1,2,4,4
9999,"zz.GOV",NA,NA,NA,1,2,1,2,1,2,1,1,NA,2,1,1,2,1,1,1,NA,NA,NA
8888,"zz.MINORIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7777,"zz.PCdoB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7777,"zz.PDT",NA,NA,4,1,1,4,1,4,2,2,2,1,5,1,2,1,1,4,1,4,5,1
7777,"zz.PFL",NA,NA,1,1,4,1,2,1,2,1,1,2,2,1,1,2,1,1,1,4,5,2
7777,"zz.PHS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7777,"zz.PL",NA,NA,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,5,1
7777,"zz.PMDB",NA,NA,1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,5,2
7777,"zz.PPB",NA,NA,1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,5,2
7777,"zz.PPS",NA,NA,4,1,1,4,1,4,2,2,2,1,5,1,2,1,1,4,1,4,5,1
7777,"zz.PSB",NA,NA,2,2,1,1,1,2,1,2,2,1,5,2,2,1,1,2,1,1,5,1
7777,"zz.PSDB",NA,NA,1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,5,2
7777,"zz.PSDC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7777,"zz.PSL",NA,NA,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,5,1
7777,"zz.PST",NA,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7777,"zz.PT",NA,NA,1,1,1,1,1,2,1,2,2,1,5,1,2,2,1,2,1,1,5,1
7777,"zz.PTB",NA,NA,1,1,2,1,2,1,2,1,1,2,2,1,1,2,2,2,1,2,5,1
7777,"zz.PTN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
