"id","name","party","state","vote.100000690","vote.100000691","vote.100000692","vote.100000693","vote.100000694","vote.100000695","vote.100000696","vote.100000697","vote.100000698","vote.100000699","vote.100000700","vote.100000701","vote.100000702","vote.100000703","vote.100000704","vote.100000705","vote.100000708"
141,"GILSON MACHADO","PFL","PE",NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,1,1,NA,NA,NA
12,"GILVAN BORGES","PMDB","AP",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
21,"GIOVANNI QUEIROZ","PDT","PA",1,2,NA,NA,2,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,1
100,"GONZAGA MOTA","PMDB","CE",1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
142,"GUSTAVO KRAUSE","PFL","PE",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,"HALEY MARGON","PMDB","GO",1,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1
190,"HAROLDO LIMA","PCdoB","BA",NA,2,2,NA,NA,1,NA,1,1,2,1,1,2,2,NA,1,2
75,"HAROLDO SABOIA","PT","MA",NA,2,2,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA
350,"HEITOR FRANCO","PPR","SP",1,2,1,NA,NA,1,1,2,NA,NA,2,NA,1,1,NA,2,1
352,"HELIO BICUDO","PT","SP",2,2,2,NA,NA,1,2,NA,1,NA,NA,NA,2,NA,NA,NA,NA
351,"HELIO ROSAS","PMDB","SP",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,1,1
566,"HELVECIO CASTELLO","PSDB","ES",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,"HELVECIO CASTELLO","PT","ES",2,NA,2,1,1,1,2,NA,1,NA,1,1,2,NA,2,NA,NA
121,"HENRIQUE EDUARDO ALVES","PMDB","RN",1,2,1,1,1,1,NA,NA,NA,2,NA,1,NA,1,NA,1,NA
22,"HERMINIO CALVINHO","PMDB","PA",1,NA,NA,1,1,1,2,NA,1,2,2,NA,1,1,1,1,NA
547,"HILARIO BRAUN","PMDB","RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1
23,"HILARIO COIMBRA","PTB","PA",1,2,1,NA,1,NA,1,NA,1,2,2,2,1,1,NA,1,1
440,"HOMERO OGUIDO","PMDB","PR",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,1,1,NA,1,1
464,"HUGO BIEHL","PPR","SC",1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA
233,"HUMBERTO SOUTO","PFL","MG",NA,1,NA,2,NA,1,NA,NA,1,2,2,1,1,1,1,1,NA
122,"IBERE FERREIRA","PFL","RN",NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,1,1,1,NA,1
234,"IBRAHIM ABI ACKEL","PPR","MG",1,2,1,1,1,NA,1,2,1,NA,2,2,NA,NA,1,NA,NA
490,"IBSEN PINHEIRO","PMDB","RS",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,"INOCENCIO OLIVEIRA","PFL","PE",3,3,NA,1,NA,3,3,3,1,3,3,3,3,3,3,NA,3
235,"IRANI BARBOSA","PSD","MG",NA,NA,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3
353,"IRMA PASSONI","PT","SP",2,2,2,NA,NA,1,2,NA,NA,2,NA,1,NA,NA,NA,NA,NA
236,"ISRAEL PINHEIRO","PTB","MG",NA,1,2,NA,1,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA
132,"IVAN BURITY","PFL","PB",1,2,1,NA,2,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
133,"IVANDRO CUNHA LIMA","PMDB","PB",1,2,1,1,NA,1,1,NA,1,NA,NA,2,1,1,1,1,1
442,"IVANIO GUERRA","PFL","PR",NA,NA,1,1,1,1,1,NA,1,NA,2,1,NA,1,NA,NA,NA
491,"IVO MAINARDI","PMDB","RS",1,NA,1,NA,1,1,1,NA,1,2,2,1,NA,NA,NA,1,1
191,"JABES RIBEIRO","PSDB","BA",1,2,NA,NA,1,1,2,NA,1,2,1,NA,2,NA,1,1,NA
95,"JACKSON PEREIRA","PSDB","CE",2,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,1
296,"JAIR BOLSONARO","PPR","RJ",1,2,1,1,1,1,3,NA,2,1,2,2,1,3,1,2,NA
192,"JAIRO AZI","PFL","BA",NA,NA,NA,NA,NA,1,1,2,NA,NA,2,2,1,1,NA,NA,NA
519,"JAIRO CARNEIRO","PFL","BA",3,1,1,1,1,1,1,2,1,2,NA,NA,NA,1,NA,1,1
297,"JAMIL HADDAD","PSB","RJ",1,2,2,1,NA,NA,NA,NA,1,2,1,2,NA,NA,NA,NA,NA
298,"JANDIRA FEGHALI","PCdoB","RJ",2,2,NA,NA,NA,NA,2,NA,NA,2,1,1,2,NA,NA,1,2
193,"JAQUES WAGNER","PT","BA",2,NA,2,NA,1,1,NA,NA,1,2,NA,1,2,NA,NA,NA,NA
465,"JARVIS GAIDZINSKI","PPR","SC",NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,1,NA,1,NA,NA
76,"JAYME SANTANA","PSDB","MA",2,2,2,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
174,"JERONIMO REIS","PMN","SE",1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
111,"JESUS TAJRA","PFL","PI",NA,NA,1,NA,1,1,NA,NA,1,1,2,1,NA,1,NA,1,1
194,"JOAO ALMEIDA","PMDB","BA",NA,1,1,1,1,1,NA,NA,1,2,2,2,1,1,1,1,NA
195,"JOAO ALVES","PPR","BA",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,"JOAO BROCHADO","PP","DF",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"JOAO CARLOS BACELAR","PSC","BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,NA,NA,NA
492,"JOAO DE DEUS ANTUNES","PPR","RS",1,2,NA,NA,NA,1,1,NA,NA,NA,NA,2,1,1,NA,1,NA
5,"JOAO FAGUNDES","PMDB","RR",NA,2,1,NA,3,3,1,NA,NA,2,2,NA,NA,NA,NA,1,NA
123,"JOAO FAUSTINO","PSDB","RN",2,2,NA,1,NA,3,1,NA,NA,2,NA,NA,1,1,2,3,NA
112,"JOAO HENRIQUE","PMDB","PI",1,2,NA,NA,NA,1,1,NA,1,2,2,NA,NA,NA,NA,1,1
54,"JOAO MAIA","PP","AC",1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,1,NA,1,NA
354,"JOAO MELLAO NETO","PL","SP",NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
299,"JOAO MENDES","PTB","RJ",NA,NA,1,NA,NA,1,NA,NA,NA,2,NA,NA,1,NA,NA,1,1
407,"JOAO NATAL","PMDB","GO",1,2,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
238,"JOAO PAULO","PT","MG",NA,2,NA,NA,NA,1,NA,NA,1,2,1,NA,2,NA,NA,NA,NA
77,"JOAO RODOLFO","PPR","MA",1,2,1,NA,1,1,1,NA,1,1,2,2,1,1,NA,NA,NA
389,"JOAO TEIXEIRA","PL","MT",2,1,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,1,2,1
564,"JOAO THOME","PMDB","AM",1,2,1,1,1,1,1,1,NA,NA,2,NA,1,1,NA,1,1
55,"JOAO TOTA","PPR","AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA
530,"JOAQUIM SUCENA","PTB","MT",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1
399,"JOFRAN FREJAT","PP","DF",NA,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,1
390,"JONAS PINHEIRO","PFL","MT",NA,2,1,NA,NA,1,1,2,1,2,NA,1,1,1,1,1,NA
275,"JONES SANTOS NEVES","PL","ES",NA,2,NA,2,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,2,1
443,"JONI VARISCO","PMDB","PR",1,NA,1,NA,1,1,NA,1,1,NA,2,NA,1,1,NA,NA,1
197,"JONIVAL LUCAS","PFL","BA",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,"JONIVAL LUCAS","PSD","BA",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,"JORGE KHOURY","PFL","BA",NA,NA,NA,1,1,NA,1,NA,1,2,NA,NA,NA,NA,1,1,1
356,"JORGE TADEU MUDALEN","PMDB","SP",1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1
276,"JORIO DE BARROS","PMDB","ES",NA,NA,NA,NA,2,2,1,NA,1,2,2,2,1,3,NA,2,2
562,"JOSE ABRAO","PSDB","SP",2,1,NA,1,1,1,1,2,1,2,1,1,NA,NA,2,2,1
240,"JOSE ALDO","PTB","MG",1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
563,"JOSE ANIBAL","PSDB","SP",NA,1,NA,1,1,1,1,NA,NA,NA,NA,1,1,NA,1,NA,NA
391,"JOSE AUGUSTO CURVO","PMDB","MT",NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,"JOSE BELATO","PMDB","MG",1,NA,NA,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
79,"JOSE BURNETT","PPR","MA",1,2,2,2,1,NA,1,2,NA,1,2,NA,1,NA,NA,NA,NA
199,"JOSE CARLOS ALELUIA","PFL","BA",2,1,NA,1,1,1,1,NA,1,2,2,2,NA,NA,3,1,1
301,"JOSE CARLOS COUTINHO","PDT","RJ",NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
78,"JOSE CARLOS SABOIA","PSB","MA",NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,NA,1,NA,2,NA
144,"JOSE CARLOS VASCONCELLOS","PRN","PE",NA,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1
358,"JOSE CICOTE","PT","SP",NA,NA,NA,1,1,1,2,NA,NA,2,NA,1,NA,NA,NA,NA,NA
25,"JOSE DIOGO","PP","PA",1,2,NA,NA,NA,1,1,NA,NA,NA,2,1,1,NA,NA,NA,NA
359,"JOSE DIRCEU","PT","SP",2,2,2,NA,1,1,2,1,NA,NA,NA,1,NA,NA,2,NA,NA
40,"JOSE DUTRA","PMDB","AM",1,2,NA,1,1,NA,1,NA,1,2,2,NA,NA,1,NA,1,1
302,"JOSE EGYDIO","PL","RJ",NA,NA,1,NA,NA,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA
424,"JOSE ELIAS","PTB","MS",NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,1,NA
200,"JOSE FALCAO","PFL","BA",2,2,1,NA,1,NA,NA,NA,1,2,2,2,1,1,1,NA,1
510,"JOSE FELINTO","PP","PR",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,"JOSE FORTUNATI","PT","RS",NA,NA,3,1,NA,1,2,NA,3,2,1,1,3,NA,2,NA,2
360,"JOSE GENOINO","PT","SP",2,2,2,NA,1,1,2,1,NA,2,1,1,2,NA,2,NA,NA
242,"JOSE GERALDO","PMDB","MG",NA,NA,NA,3,1,NA,1,2,1,2,NA,NA,NA,NA,NA,NA,NA
145,"JOSE JORGE","PFL","PE",NA,1,1,1,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA
96,"JOSE LINHARES","PP","CE",1,2,1,NA,1,NA,NA,1,NA,2,NA,NA,1,1,NA,2,NA
201,"JOSE LOURENCO","PPR","BA",NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA
134,"JOSE LUIZ CLEROT","PMDB","PB",1,2,1,NA,2,NA,1,NA,1,2,2,2,NA,1,1,1,1
114,"JOSE LUIZ MAIA","PPR","PI",NA,NA,NA,NA,NA,1,1,NA,1,1,2,2,1,1,NA,1,1
136,"JOSE MARANHAO","PMDB","PB",NA,2,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1
363,"JOSE MARIA EYMAEL","PPR","SP",NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1
146,"JOSE MENDONCA BEZERRA","PFL","PE",NA,NA,1,NA,NA,1,1,1,NA,2,2,1,1,NA,NA,NA,NA
147,"JOSE MUCIO MONTEIRO","PFL","PE",NA,2,1,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"JOSE REINALDO","PFL","MA",1,2,1,NA,3,1,NA,NA,1,NA,2,NA,NA,NA,NA,1,NA
244,"JOSE REZENDE","PTB","MG",NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,1,1,1,1,1
245,"JOSE SANTANA DE VASCONCELLOS","PFL","MG",1,NA,1,1,1,1,1,NA,1,2,NA,NA,1,1,NA,1,1
366,"JOSE SERRA","PSDB","SP",NA,1,2,NA,1,1,1,2,1,2,2,1,NA,NA,NA,NA,NA
177,"JOSE TELES","PPR","SE",NA,NA,1,1,NA,1,1,NA,1,NA,2,NA,1,1,NA,1,1
166,"JOSE THOMAZ NONO","PMDB","AL",1,2,1,NA,1,NA,1,NA,NA,NA,3,2,NA,1,NA,1,NA
524,"JOSE ULISSES DE OLIVEIRA","PTB","MG",NA,2,1,1,1,1,1,NA,NA,2,2,2,1,NA,NA,NA,NA
304,"JOSE VICENTE BRIZOLA","PDT","RJ",NA,NA,NA,NA,2,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2,"JULIO CABRAL","PP","RR",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,"JUNOT ABI RAMIA","PDT","RJ",1,2,1,NA,NA,2,1,1,2,2,1,1,1,NA,NA,NA,NA
203,"JUTAHY JUNIOR","PSDB","BA",2,NA,NA,1,1,1,1,NA,1,2,1,2,3,NA,NA,1,1
368,"KOYU IHA","PSDB","SP",NA,2,2,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1
246,"LAEL VARELLA","PFL","MG",1,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1
516,"LAERTE BASTOS","PSDB","RJ",2,1,2,NA,NA,1,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA
124,"LAIRE ROSADO","PMDB","RN",1,2,1,NA,NA,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA
311,"LAPROVITA VIEIRA","PP","RJ",1,NA,3,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1
409,"LAZARO BARBOSA","PMDB","GO",1,2,1,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,1,1
63,"LEOMAR QUINTANILHA","PPR","TO",1,2,NA,NA,NA,1,NA,1,1,2,NA,2,1,NA,NA,1,1
247,"LEOPOLDO BESSONE","PTB","MG",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,NA,NA,1,1
204,"LEUR LOMANTO","PFL","BA",NA,NA,NA,1,NA,1,NA,2,1,2,2,NA,NA,NA,NA,1,1
568,"LEZIO SATHLER","PSDB","ES",NA,2,1,NA,1,1,1,1,1,NA,1,1,NA,NA,1,NA,NA
362,"LIBERATO CABOCLO","PDT","SP",NA,2,1,1,NA,1,NA,NA,1,2,NA,NA,NA,NA,1,NA,NA
13,"LOURIVAL FREITAS","PT","AP",2,2,2,1,1,NA,2,1,1,2,1,1,2,NA,2,NA,NA
466,"LUCI CHOINACKI","PT","SC",2,2,2,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,2,2,NA
127,"LUCIA BRAGA","PDT","PB",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,"LUCIA VANIA","PP","GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
558,"LUCIANO CASTRO","PPR","RR",NA,2,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA
444,"LUCIANO PIZZATTO","PFL","PR",NA,NA,1,NA,NA,1,NA,NA,1,NA,2,NA,NA,NA,1,NA,NA
205,"LUIS EDUARDO","PFL","BA",2,1,2,1,NA,1,1,NA,1,2,2,2,1,NA,NA,1,1
495,"LUIS ROBERTO PONTE","PMDB","RS",NA,NA,1,NA,1,1,1,NA,1,2,2,2,1,NA,NA,1,1
445,"LUIZ CARLOS HAULY","PP","PR",NA,1,1,2,2,NA,1,NA,1,2,NA,2,1,1,1,1,NA
369,"LUIZ CARLOS SANTOS","PMDB","SP",3,NA,NA,NA,1,NA,NA,NA,NA,2,NA,1,1,NA,NA,1,1
167,"LUIZ DANTAS","PSD","AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
101,"LUIZ GIRAO","PDT","CE",1,NA,1,NA,1,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
370,"LUIZ GUSHIKEN","PT","SP",NA,2,2,NA,NA,NA,NA,1,1,2,1,1,2,NA,NA,NA,NA
467,"LUIZ HENRIQUE","PMDB","SC",NA,NA,1,NA,1,1,1,NA,1,2,NA,2,1,NA,NA,1,1
561,"LUIZ MAXIMO","PSDB","SP",2,NA,2,1,1,1,1,NA,1,2,1,1,NA,NA,NA,2,1
207,"LUIZ MOREIRA","PFL","BA",NA,NA,1,1,1,1,1,2,1,2,NA,2,1,NA,1,1,1
148,"LUIZ PIAUHYLINO","PSB","PE",2,2,2,1,2,1,2,NA,1,NA,NA,2,NA,1,NA,1,1
99,"LUIZ PONTES","PSDB","CE",NA,NA,2,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA
306,"LUIZ SALOMAO","PDT","RJ",1,2,1,NA,NA,1,1,NA,2,2,NA,1,NA,NA,NA,NA,1
514,"LUIZ SOYER","PMDB","GO",1,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"LUIZ VIANA NETO","PFL","BA",NA,NA,1,NA,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,1
355,"MALULY NETTO","PFL","SP",NA,NA,1,1,1,NA,1,2,1,2,2,1,NA,NA,NA,1,1
210,"MANOEL CASTRO","PFL","BA",NA,1,NA,NA,1,1,1,NA,1,NA,NA,2,1,NA,NA,1,1
26,"MANOEL RIBEIRO","PMDB","PA",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,1
372,"MARCELINO ROMANO MACHADO","PPR","SP",1,2,1,1,NA,NA,NA,2,NA,1,2,1,1,1,1,2,1
373,"MARCELO BARBIERI","PMDB","SP",1,2,NA,NA,1,NA,NA,1,NA,2,NA,NA,NA,1,NA,NA,1
6,"MARCELO LUZ","PP","RR",1,NA,1,1,3,NA,1,1,NA,NA,2,2,NA,1,NA,NA,NA
308,"MARCIA CIBILIS VIANNA","PDT","RJ",NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,"MARCO PENAFORTE","PSDB","CE",2,1,2,1,1,1,1,NA,1,2,NA,1,NA,NA,NA,2,NA
591,"MARCOS FORMIGA","PSDB","RN",NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,1,2,1,1
249,"MARCOS LIMA","PMDB","MG",1,NA,1,NA,1,1,1,1,1,2,2,2,NA,1,1,NA,NA
211,"MARCOS MEDRADO","PP","BA",NA,NA,1,2,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1
401,"MARIA LAURA","PT","DF",2,2,NA,NA,NA,NA,2,NA,NA,2,NA,1,2,NA,NA,NA,NA
103,"MARIA LUIZA FONTENELE","PSTU","CE",2,NA,NA,NA,NA,NA,2,3,1,NA,1,NA,NA,NA,NA,NA,NA
103,"MARIA LUIZA FONTENELE",NA,"CE",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,"MARIA VALADAO","PPR","GO",1,2,1,1,NA,NA,1,NA,1,NA,2,2,3,1,NA,NA,NA
425,"MARILU GUIMARAES","PFL","MS",NA,NA,1,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA
517,"MARINO CLINGER","PDT","RJ",NA,2,1,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA,1,NA,1
250,"MARIO ASSAD","PFL","MG",NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,1,NA,1,1
29,"MARIO CHERMONT","PP","PA",1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA
251,"MARIO DE OLIVEIRA","PP","MG",NA,NA,1,NA,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
28,"MARIO MARTINS","PMDB","PA",NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,2,NA,NA,NA,1,NA
446,"MATHUES IENSEN","PSD","PR",NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
58,"MAURI SERGIO","PMDB","AC",1,2,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,1
374,"MAURICI MARIANO","PMDB","SP",NA,NA,1,1,1,1,NA,1,NA,2,2,NA,NA,NA,NA,1,NA
47,"MAURICIO CALIXTO","PFL","RO",NA,NA,2,1,NA,1,1,2,1,2,NA,1,1,1,NA,NA,1
252,"MAURICIO CAMPOS","PL","MG",1,2,1,2,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,2,1
573,"MAURICIO NAJAR","PFL","SP",NA,NA,NA,1,1,1,1,NA,1,2,2,NA,1,1,1,2,1
149,"MAURILIO FERREIRA LIMA","PSDB","PE",1,NA,1,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,1,1
412,"MAURO BORGES","PP","GO",NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
553,"MAURO FECURY","PFL","MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1
413,"MAURO MIRANDA","PMDB","GO",NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
97,"MAURO SAMPAIO","PMDB","CE",1,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,1,1,NA,1,NA
97,"MAURO SAMPAIO","PSDB","CE",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"MAVIAEL CAVALCANTI","PFL","PE",NA,NA,1,NA,NA,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,1
447,"MAX ROSENMANN","PDT","PR",1,2,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,2,NA,NA
364,"MENDES BOTELHO","PP","SP",NA,NA,1,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
493,"MENDES RIBEIRO","PMDB","RS",NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,2
